"date","btc.symbol","btc.high","btc.low","btc.open","btc.close","btc.vol","btc.mktcap","ada.symbol","ada.high","ada.low","ada.open","ada.close","ada.vol","ada.mktcap","doge.symbol","doge.high","doge.low","doge.open","doge.close","doge.vol","doge.mktcap","eos.symbol","eos.high","eos.low","eos.open","eos.close","eos.vol","eos.mktcap","eth.symbol","eth.high","eth.low","eth.open","eth.close","eth.vol","eth.mktcap","iota.symbol","iota.high","iota.low","iota.open","iota.close","iota.vol","iota.mktcap","ltc.symbol","ltc.high","ltc.low","ltc.open","ltc.close","ltc.vol","ltc.mktcap","xmr.symbol","xmr.high","xmr.low","xmr.open","xmr.close","xmr.vol","xmr.mktcap","xlm.symbol","xlm.high","xlm.low","xlm.open","xlm.close","xlm.vol","xlm.mktcap","trx.symbol","trx.high","trx.low","trx.open","trx.close","trx.vol","trx.mktcap","btc.daily_return","ada.daily_return","doge.daily_return","eos.daily_return","eth.daily_return","iota.daily_return","ltc.daily_return","xmr.daily_return","xlm.daily_return","trx.daily_return","btc.daily_volume_change","ada.daily_volume_change","doge.daily_volume_change","eos.daily_volume_change","eth.daily_volume_change","iota.daily_volume_change","ltc.daily_volume_change","xmr.daily_volume_change","xlm.daily_volume_change","trx.daily_volume_change","btc.big_day","ada.big_day","doge.big_day","eos.big_day","eth.big_day","iota.big_day","ltc.big_day","xmr.big_day","xlm.big_day","trx.big_day"
2017-10-02,"BTC",4470.22998046875,4377.4599609375,4395.81005859375,4409.31982421875,1431730048,73195646775.8,"ADA",0.0300877001136541,0.0199692994356155,0.0246070008724928,0.0259317997843027,57641300,628899051.78,"DOGE",0.00113264995161444,0.00105501001235098,0.00107542995829135,0.00108535995241255,3145110,120828185.984,"EOS",0.714239001274109,0.636093020439148,0.707985997200012,0.654972970485687,8299880,249766732.946,"ETH",302.920013427734,294.582000732422,302.481994628906,297.475006103516,339443008,28237763673.8,"MIOTA",0.622089982032776,0.565055012702942,0.618179976940155,0.575398027896881,13928300,1599336165.78,"LTC",54.7848014831543,53.257999420166,54.5469017028809,53.3759994506836,95474600,2839774396.68,"XMR",93.8005981445312,90.9835968017578,93.5580978393555,91.5441970825195,27534700,1388295450.34,"XLM",0.0137341003865004,0.0126382000744343,0.0136973997578025,0.012962399981916,2362700,215012278.056,"TRX",0.00317660998553038,0.00176810997072607,0.00184766005259007,0.00280300993472338,887622,112120400,0.307332788380803,5.38382925523794,0.92335107876023,-7.48786373233146,-1.65530134497207,-6.9206300170113,-2.14659717718747,-2.15256701808316,-5.36598032387757,51.7059337183853,0,0,0,0,0,0,0,0,0,0,"0","1","0","0","0","0","0","0","0","1"
2017-10-03,"BTC",4432.47021484375,4258.89013671875,4408.4599609375,4317.47998046875,1288019968,71681069637,"ADA",0.0274251997470856,0.0206898991018534,0.025756599381566,0.0208158008754253,16997800,539692714.905,"DOGE",0.00111513002775609,0.00100385001860559,0.0010845500510186,0.0011083900462836,2044110,123407576.78,"EOS",0.668738007545471,0.616319000720978,0.652812004089355,0.631229996681213,7114830,241919483.065,"ETH",300.110992431641,288.132995605469,297.483001708984,292.463012695312,321680000,27766443809.3,"MIOTA",0.582044005393982,0.516038000583649,0.577181994915009,0.561712026596069,13709400,1561295514.32,"LTC",53.5929985046387,51.5866012573242,53.3903999328613,52.3496017456055,88516096,2785938781.24,"XMR",94.8119964599609,87.2111968994141,91.5217971801758,92.9611968994141,44289800,1410195718.72,"XLM",0.0129474997520447,0.0113268001005054,0.0129474997520447,0.0124035002663732,2577540,205743337.734,"TRX",0.00318616000004113,0.00212761992588639,0.00274846004322171,0.00244650989770889,822107,97860400,-2.06375880182435,-19.1826507565934,2.19814615679717,-3.30600651840771,-1.68748768327366,-2.68025829898197,-1.94941073407329,1.57273978832014,-4.20157942529106,-10.9861573668314,-10.0375123229934,-70.5110745246898,-35.0067247250494,-14.2779172710931,-5.23298685828285,-1.57162037003798,-7.28833008988778,60.8508536501215,9.09298683709316,-7.3809572092625,"0","0","0","0","0","0","0","0","0","0"
2017-10-04,"BTC",4352.31005859375,4210.419921875,4319.3701171875,4229.35986328125,1116770048,70225033578,"ADA",0.0228062998503447,0.0208640992641449,0.0208640992641449,0.0219314992427826,9000050,568619547.504,"DOGE",0.00112091994378716,0.000938059994950891,0.00112091994378716,0.00102437997702509,2119210,114065545.619,"EOS",0.63400799036026,0.585308015346527,0.631987988948822,0.601539015769958,5449300,231675685.043,"ETH",299.394012451172,290.894989013672,292.753997802734,292.657989501953,257906000,27789444566.8,"MIOTA",0.570545017719269,0.520098984241486,0.560853004455566,0.546981990337372,9152780,1520353033.26,"LTC",53.0461006164551,50.8303985595703,52.2843017578125,51.3995018005371,77473400,2736160242.31,"XMR",93.6503982543945,89.0457000732422,92.947998046875,90.407096862793,29568100,1371790082.95,"XLM",0.0125369997695088,0.0115727996453643,0.0124692004173994,0.0118514001369476,1670080,196585372.38,"TRX",0.00352132995612919,0.00240007997490466,0.00246911006979644,0.00325024011544883,1072200,130009600,-2.08387453411515,5.11596482131404,-8.61256571418423,-4.81796706761927,-0.0327948726582183,-2.4731995742199,-1.69228607350232,-2.73368037771036,-4.95461023779602,31.6360965518555,-13.295595119221,-47.0516772758828,3.67397057888274,-23.4092733066004,-19.8252922158667,-33.237194917356,-12.4753536351174,-33.2394817768425,-35.2064371454953,30.4209792642564,"0","1","0","0","0","0","0","0","0","1"
2017-10-05,"BTC",4362.64013671875,4164.0498046875,4229.8798828125,4328.41015625,1161769984,71876277937,"ADA",0.0221535991877317,0.0208592992275953,0.0219512991607189,0.0214887000620365,5562510,557139040.67,"DOGE",0.00107521994505078,0.00097893294878304,0.00101598002947867,0.001001329976134,2656730,111512917.068,"EOS",0.620751976966858,0.575529992580414,0.59933602809906,0.606157004833221,8038660,234767287.449,"ETH",298.040985107422,288.839996337891,292.773010253906,295.863006591797,253747008,28098336332.5,"MIOTA",0.567734003067017,0.520702004432678,0.547393977642059,0.540915012359619,7592760,1503489623.03,"LTC",51.8655014038086,50.4404983520508,51.4014015197754,51.6694984436035,69594400,2751241080.45,"XMR",92.4473037719727,88.1445007324219,90.493896484375,91.8589019775391,27697400,1393818937.34,"XLM",0.0152831999585032,0.0117356004193425,0.0118805002421141,0.0145757999271154,9616220,241776420.569,"TRX",0.00348845007829368,0.00294174998998642,0.00326924002729356,0.00332021992653608,704167,132808800,2.32938703148199,-2.10738824748108,-1.44196272757294,1.13808888743027,1.05542390509659,-1.1836018566278,0.521575124221042,1.50839509203778,22.686752494201,1.55938073732457,4.02947196520801,-38.1946766962406,25.3641687232506,47.5172957994605,-1.61259993951285,-17.0442204444988,-10.1699421995162,-6.32675078885691,475.793973941368,-34.3250326431636,"0","0","0","0","0","0","0","0","1","0"
2017-10-06,"BTC",4413.27001953125,4320.52978515625,4324.4599609375,4370.81005859375,1069939968,72589262957,"ADA",0.0215418990701437,0.0183597002178431,0.0213588997721672,0.0185391008853912,7780710,480664553.411,"DOGE",0.00108493003062904,0.000995205948129296,0.00100290996488184,0.00105603004340082,1505160,117619217.234,"EOS",0.608968019485474,0.591341972351074,0.606706023216248,0.599843978881836,6785670,233490763.89,"ETH",308.839996337891,294.947998046875,295.154998779297,308.588012695312,318664000,29311483315.4,"MIOTA",0.562671005725861,0.493281990289688,0.543215990066528,0.503448009490967,12478500,1399348961.92,"LTC",52.603099822998,51.5304985046387,51.6360015869141,52.1200981140137,59355900,2775993787.37,"XMR",92.9387969970703,90.2266998291016,91.9091033935547,91.1897964477539,24504100,1384544569.71,"XLM",0.0191935002803802,0.0146570997312665,0.0146570997312665,0.0184026006609201,24002100,305253397.906,"TRX",0.00335405999794602,0.00281484005972743,0.00332064996473491,0.0029955399222672,478330,119821600,1.07181238986895,-13.201985668056,5.29659494661072,-1.13103283498568,4.55117276399584,-7.32084130489073,0.937517453369767,-0.78262861810403,25.5541750982546,-9.79055443724454,-7.90431989676883,39.8776811187755,-43.3453907623281,-15.5870505780814,25.5833526911971,64.3473519510692,-14.7116722035106,-11.5292410117917,149.600154738556,-32.0715114454384,"0","0","1","0","0","0","0","0","1","0"
2017-10-07,"BTC",4443.8798828125,4321.0498046875,4369.35009765625,4426.89013671875,906928000,73529314833,"ADA",0.0210503004491329,0.0176199991255999,0.0184138994663954,0.020940899848938,7411240,542936191.429,"DOGE",0.00112850998993963,0.00102136994246393,0.00107899005524814,0.00106609996873885,1488520,118755629.512,"EOS",0.604416012763977,0.572311997413635,0.599816024303436,0.588553011417389,6250760,230176587.033,"ETH",313.130004882812,304.975006103516,308.891998291016,311.123992919922,342204992,29557048402.5,"MIOTA",0.548718988895416,0.490615010261536,0.504487991333008,0.538528978824615,9848850,1496857663.77,"LTC",52.7498016357422,51.6361999511719,52.1375007629395,52.5839996337891,51786200,2801457684.04,"XMR",92.0507965087891,89.5671005249023,90.939697265625,91.7036972045898,22617600,1392773843.25,"XLM",0.0245907008647919,0.0184429008513689,0.0184429008513689,0.020958699285984,56853100,347652754.694,"TRX",0.00417293980717659,0.00223971996456385,0.00299494992941618,0.00245921988971531,352974,160132110.299,1.31690154774654,13.7233310475833,-1.19464368059657,-1.877744579953,0.722580915418672,6.74763088050148,0.85638717682262,0.840117090706034,13.6410126307674,-17.8877795063939,-15.2356181538589,-4.74853837246215,-1.10553030907013,-7.88293565705376,7.38740240504105,-21.0734463276836,-12.7530708825913,-7.69871164417383,136.867190787473,-26.2070118955533,"0","1","0","0","0","1","0","0","1","0"
2017-10-08,"BTC",4624.14013671875,4405.64013671875,4429.669921875,4610.47998046875,1313869952,76589293760,"ADA",0.0235977005213499,0.0201473999768496,0.0209293998777866,0.0204771999269724,7727460,530913808.821,"DOGE",0.00113581004552543,0.00102886999957263,0.00107184995431453,0.00105591001920402,2242630,117635322.665,"EOS",0.605633974075317,0.577350974082947,0.587396025657654,0.604501008987427,5854700,237578843.072,"ETH",312.5419921875,308.028015136719,311.058990478516,308.608001708984,293167008,29322710612.1,"MIOTA",0.538525998592377,0.492875993251801,0.534649014472961,0.500032007694244,9637830,1389854086.47,"LTC",54.5051002502441,52.2569999694824,52.4934997558594,53.1426010131836,100841000,2832001431.32,"XMR",92.2041015625,89.7365036010742,91.3911972045898,89.7745971679688,29220800,1363880493.3,"XLM",0.0220421999692917,0.0182294994592667,0.0206912998110056,0.0185978002846241,23922100,308491299.372,"TRX",0.00285377004183829,0.00232626008801162,0.00256541999988258,0.00252997991628945,239490,164739647.699,4.08179529812949,-2.16059683246909,-1.48714239771585,2.91200188333281,-0.787949824488528,-6.47471627958415,1.23653644802329,-1.7688793735814,-10.1177767733469,-1.38145346940276,44.8703703050297,4.26676237714606,50.6617311154704,-6.33618951935445,-14.3300025266727,-2.1425851749189,94.7256218838223,29.1949632144878,-57.9229628639423,-32.1508099746724,"0","0","0","0","0","0","0","0","0","0"
2017-10-09,"BTC",4878.7099609375,4564.25,4614.52001953125,4772.02001953125,1968739968,79282158943.2,"ADA",0.0228071995079517,0.0203419998288155,0.0203443001955748,0.0221136994659901,4663310,573343459.756,"DOGE",0.00106595002580434,0.000962627003900707,0.00105593004263937,0.00099071697331965,3065770,110386303.529,"EOS",0.603980004787445,0.54713898897171,0.603542983531952,0.557142019271851,6657950,220083002.428,"ETH",309.31298828125,288.184997558594,308.6669921875,297.391998291016,559467008,28261533648.4,"MIOTA",0.501909017562866,0.439523011445999,0.500356018543243,0.46943798661232,18097100,1304817136.99,"LTC",53.3881988525391,48.4724998474121,53.0825004577637,50.1640014648438,152366000,2673983611.1,"XMR",90.11669921875,83.7622985839844,89.7418975830078,85.4850997924805,38063700,1299076873.65,"XLM",0.0220222994685173,0.0163259003311396,0.018800200894475,0.0176011007279158,29343800,291958540.081,"TRX",0.00271907006390393,0.00194333004765213,0.00256671011447906,0.00218107993714511,350960,142021024.199,3.41313938033363,8.69727271720155,-6.17588918643892,-7.6880960472047,-3.65280194574073,-6.17920656194752,-5.49804355060872,-4.74337840537634,-6.37812421946838,-15.0242980365633,49.8428337601559,-39.652744886418,36.7042267337902,13.7197465284302,90.8355963437741,87.7715211826729,51.0952886226832,30.2623473689974,22.6639801689651,46.5447409077623,"0","1","0","0","0","0","0","0","0","0"
2017-10-10,"BTC",4922.169921875,4765.10009765625,4776.2099609375,4781.990234375,1597139968,79457603223.9,"ADA",0.0224460996687412,0.0212792996317148,0.0221120994538069,0.0215313006192446,2725600,558243533.875,"DOGE",0.00104743998963386,0.000952369999140501,0.000980418990366161,0.00103567994665354,1909730,115410504.89,"EOS",0.575712025165558,0.548995971679688,0.557554006576538,0.555213987827301,7701180,220316379.677,"ETH",306.153991699219,293.173004150391,297.601013183594,299.869995117188,359705984,28501667385.4,"MIOTA",0.488516986370087,0.452722996473312,0.466452986001968,0.477575987577438,7401800,1327436954.43,"LTC",51.6712989807129,49.8572998046875,50.1542015075684,50.717098236084,90415504,2704130907.9,"XMR",88.4113006591797,84.2701034545898,85.6132965087891,86.8211975097656,31695500,1319760112.03,"XLM",0.0189532991498709,0.0165893994271755,0.0174398999661207,0.0189532991498709,11082800,314390583.08,"TRX",0.00228535989299417,0.00196268991567194,0.0021864699665457,0.0022254700306803,215705,145534610.649,0.121022180447976,-2.62661099085419,5.63646327033563,-0.419693647904194,0.762424129313695,2.38459221170535,1.12233215083822,1.41088014389512,8.67779738811649,1.78369996987483,-18.8750168148158,-41.5522450791391,-37.7079820077827,15.6689371353044,-35.7055949937266,-59.0995242331644,-40.6590026646365,-16.7303756597493,-62.2312038658933,-38.5385798951447,"0","0","1","0","0","0","0","0","1","0"
2017-10-11,"BTC",4873.72998046875,4751.6298828125,4789.25,4826.47998046875,1222279936,80205238020,"ADA",0.0225757006555796,0.0209764000028372,0.0214799996465445,0.022519500926137,3606720,583864664.98,"DOGE",0.00107998994644731,0.000995583948679268,0.00103538995608687,0.00104612996801734,2390280,116589677.594,"EOS",0.626726984977722,0.552679002285004,0.556460976600647,0.610222995281219,8705650,243304842.058,"ETH",304.390014648438,299.096008300781,301.180999755859,303.455993652344,264146000,28847211567.6,"MIOTA",0.488967001438141,0.464756995439529,0.477028995752335,0.481463998556137,6996130,1338243768.17,"LTC",51.1363983154297,50.3165016174316,50.7532997131348,50.8875007629395,57390100,2713909625.76,"XMR",88.2502975463867,85.7969970703125,86.7406997680664,87.4216995239258,21103400,1329299222.14,"XLM",0.0200720001012087,0.0182389002293348,0.0188696999102831,0.0194504000246525,12189100,322636290.926,"TRX",0.00255266996100545,0.00225815991871059,0.00228889007121325,0.00246993009932339,289055,161521072.349,0.777365568069113,4.83939151162761,1.03729149267163,9.66141759104083,0.755357707932609,0.929713464651752,0.264418373905168,0.785098296048201,3.07742103547147,7.90951170556587,-23.4707063570273,32.3275609040211,25.1632429715195,13.0430661275285,-26.5661368591522,-5.48069388527115,-36.5262621330961,-33.4183085927024,9.9821344786516,34.0047750399852,"0","0","0","1","0","0","0","0","0","1"
